FrontentId  IsPaidOnly  TitleSlug
3082	false	find-the-sum-of-the-power-of-all-subsequences
3081	false	replace-question-marks-in-string-to-minimize-its-value
3080	false	mark-elements-on-array-by-performing-queries
3079	false	find-the-sum-of-encrypted-integers
3078	true	match-alphanumerical-pattern-in-matrix-i
3077	false	maximum-strength-of-k-disjoint-subarrays
3076	false	shortest-uncommon-substring-in-an-array
3075	false	maximize-happiness-of-selected-children
3074	false	apple-redistribution-into-boxes
3073	true	maximum-increasing-triplet-value
3072	false	distribute-elements-into-two-arrays-ii
3071	false	minimum-operations-to-write-the-letter-y-on-a-grid
3070	false	count-submatrices-with-top-left-element-and-sum-less-than-k
3069	false	distribute-elements-into-two-arrays-i
3068	false	find-the-maximum-sum-of-node-values
3067	false	count-pairs-of-connectable-servers-in-a-weighted-tree-network
3066	false	minimum-operations-to-exceed-threshold-value-ii
3065	false	minimum-operations-to-exceed-threshold-value-i
3064	true	guess-the-number-using-bitwise-questions-i
3063	true	linked-list-frequency
3062	true	winner-of-the-linked-list-game
3049	false	earliest-second-to-mark-indices-ii
3048	false	earliest-second-to-mark-indices-i
3047	false	find-the-largest-area-of-square-inside-two-rectangles
3046	false	split-the-array
3045	false	count-prefix-and-suffix-pairs-ii
3044	false	most-frequent-prime
3043	false	find-the-length-of-the-longest-common-prefix
3042	false	count-prefix-and-suffix-pairs-i
3041	false	maximize-consecutive-elements-in-an-array-after-modification
3040	false	maximum-number-of-operations-with-the-same-score-ii
3039	false	apply-operations-to-make-string-empty
3038	false	maximum-number-of-operations-with-the-same-score-i
3037	true	find-pattern-in-infinite-stream-ii
3036	false	number-of-subarrays-that-match-a-pattern-ii
3035	false	maximum-palindromes-after-operations
3034	false	number-of-subarrays-that-match-a-pattern-i
3033	false	modify-the-matrix
3032	true	count-numbers-with-unique-digits-ii
3031	false	minimum-time-to-revert-word-to-initial-state-ii
3030	false	find-the-grid-of-region-average
3029	false	minimum-time-to-revert-word-to-initial-state-i
3028	false	ant-on-the-boundary
3027	false	find-the-number-of-ways-to-place-people-ii
3026	false	maximum-good-subarray-sum
3025	false	find-the-number-of-ways-to-place-people-i
3024	false	type-of-triangle
3023	true	find-pattern-in-infinite-stream-i
3022	false	minimize-or-of-remaining-elements-using-operations
3021	false	alice-and-bob-playing-flower-game
3020	false	find-the-maximum-number-of-elements-in-subset
3019	false	number-of-changing-keys
3018	true	maximum-number-of-removal-queries-that-can-be-processed-i
3017	false	count-the-number-of-houses-at-a-certain-distance-ii
3016	false	minimum-number-of-pushes-to-type-word-ii
3015	false	count-the-number-of-houses-at-a-certain-distance-i
3014	false	minimum-number-of-pushes-to-type-word-i
3013	false	divide-an-array-into-subarrays-with-minimum-cost-ii
3012	false	minimize-length-of-array-using-operations
3011	false	find-if-array-can-be-sorted
3010	false	divide-an-array-into-subarrays-with-minimum-cost-i
3009	true	maximum-number-of-intersections-on-the-chart
3008	false	find-beautiful-indices-in-the-given-array-ii
3007	false	maximum-number-that-sum-of-the-prices-is-less-than-or-equal-to-k
3006	false	find-beautiful-indices-in-the-given-array-i
3005	false	count-elements-with-maximum-frequency
3004	true	maximum-subtree-of-the-same-color
3003	false	maximize-the-number-of-partitions-after-operations
3002	false	maximum-size-of-a-set-after-removals
3001	false	minimum-moves-to-capture-the-queen
3000	false	maximum-area-of-longest-diagonal-rectangle
2999	false	count-the-number-of-powerful-integers
2998	false	minimum-number-of-operations-to-make-x-and-y-equal
2997	false	minimum-number-of-operations-to-make-array-xor-equal-to-k
2996	false	smallest-missing-integer-greater-than-sequential-prefix-sum
2992	true	number-of-self-divisible-permutations
2983	false	palindrome-rearrangement-queries
2982	false	find-longest-special-substring-that-occurs-thrice-ii
2981	false	find-longest-special-substring-that-occurs-thrice-i
2980	false	check-if-bitwise-or-has-trailing-zeros
2979	true	most-expensive-item-that-can-not-be-bought
2977	false	minimum-cost-to-convert-string-ii
2976	false	minimum-cost-to-convert-string-i
2975	false	maximum-square-area-by-removing-fences-from-a-field
2974	false	minimum-number-game
2973	false	find-number-of-coins-to-place-in-tree-nodes
2972	false	count-the-number-of-incremovable-subarrays-ii
2971	false	find-polygon-with-the-largest-perimeter
2970	false	count-the-number-of-incremovable-subarrays-i
2969	true	minimum-number-of-coins-for-fruits-ii
2968	false	apply-operations-to-maximize-frequency-score
2967	false	minimum-cost-to-make-array-equalindromic
2966	false	divide-array-into-arrays-with-max-difference
2965	false	find-missing-and-repeated-values
2964	true	number-of-divisible-triplet-sums
2963	false	count-the-number-of-good-partitions
2962	false	count-subarrays-where-max-element-appears-at-least-k-times
2961	false	double-modular-exponentiation
2960	false	count-tested-devices-after-test-operations
2959	false	number-of-possible-sets-of-closing-branches
2958	false	length-of-longest-subarray-with-at-most-k-frequency
2957	false	remove-adjacent-almost-equal-characters
2956	false	find-common-elements-between-two-arrays
2955	true	number-of-same-end-substrings
2954	false	count-the-number-of-infection-sequences
2953	false	count-complete-substrings
2952	false	minimum-number-of-coins-to-be-added
2951	false	find-the-peaks
